company_code,fiscal_year,accounting_document,gl_account,reference_document,cost_center,profit_center,transaction_currency,amount_in_transaction_currency,company_code_currency,amount_in_company_code_currency,posting_date,document_date,accounting_document_type,accounting_document_item,assignment_reference,last_change_date_time,customer,financial_account_type,clearing_date,clearing_accounting_document,clearing_doc_fiscal_year
ABCD,2025,9400000285,15500020,90504284,,ABC001,INR,1644.03,INR,1644.03,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635931.0,2025
ABCD,2025,9400000286,15500020,90504285,,ABC001,INR,1644.03,INR,1644.03,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635930.0,2025
ABCD,2025,9400000287,15500020,90504286,,ABC001,INR,1644.03,INR,1644.03,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635929.0,2025
ABCD,2025,9400000289,15500020,90504288,,ABC001,INR,729.0,INR,729.0,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635928.0,2025
ABCD,2025,9400000290,15500020,90504289,,ABC001,INR,765.0,INR,765.0,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635927.0,2025
ABCD,2025,9400000291,15500020,90504290,,ABC001,INR,765.0,INR,765.0,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635926.0,2025
ABCD,2025,9400000293,15500020,90504292,,ABC001,INR,1494.0,INR,1494.0,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635925.0,2025
ABCD,2025,9400000294,15500020,90504293,,ABC001,INR,1644.03,INR,1644.03,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635924.0,2025
ABCD,2025,9400000296,15500020,90504295,,ABC001,INR,1644.03,INR,1644.03,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635923.0,2025
ABCD,2025,9400000298,15500020,90504297,,ABC001,INR,761.97,INR,761.97,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635921.0,2025
ABCD,2025,9400000299,15500020,90504298,,ABC001,INR,1886.97,INR,1886.97,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635920.0,2025
ABCD,2025,9400000301,15500020,90504300,,ABC001,INR,1644.03,INR,1644.03,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635919.0,2025
ABCD,2025,9400123662,15500020,90628265,,ABC001,INR,870.48,INR,870.48,2025-04-30 00:00:00+00:00,2025-04-30 00:00:00+00:00,RV,1,,2025-05-09 07:21:47+00:00,320000082,D,,,0
ABCD,2025,9400123663,15500020,90628266,,ABC001,INR,1019.16,INR,1019.16,2025-04-30 00:00:00+00:00,2025-04-30 00:00:00+00:00,RV,1,,2025-05-09 07:21:47+00:00,320000082,D,,,0
ABCD,2025,9400172473,15500020,90678696,,ABC001,INR,591.18,INR,591.18,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000082,D,2025-05-16 00:00:00+00:00,9400635861.0,2025
ABCD,2025,9400172475,15500020,90678698,,ABC001,INR,1355.46,INR,1355.46,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000082,D,2025-05-16 00:00:00+00:00,9400635859.0,2025
ABCD,2025,9400172476,15500020,90678699,,ABC001,INR,633.66,INR,633.66,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000082,D,2025-05-16 00:00:00+00:00,9400635858.0,2025
ABCD,2025,9400172477,15500020,90678700,,ABC001,INR,870.48,INR,870.48,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000082,D,2025-05-16 00:00:00+00:00,9400635857.0,2025
ABCD,2025,9400172478,15500020,90678701,,ABC001,INR,899.16,INR,899.16,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000082,D,2025-05-16 00:00:00+00:00,9400635856.0,2025
ABCD,2025,9400172479,15500020,90678702,,ABC001,INR,1058.46,INR,1058.46,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000082,D,2025-05-16 00:00:00+00:00,9400635855.0,2025
ABCD,2025,9400172480,15500020,90678703,,ABC001,INR,2088.42,INR,2088.42,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000082,D,2025-05-16 00:00:00+00:00,9400635854.0,2025
ABCD,2025,9400635986,15500020,91150215,,ABC001,INR,-885.0,INR,-885.0,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635986.0,2025
ABCD,2025,9400635987,15500020,91150216,,ABC001,INR,-783.03,INR,-783.03,2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,RV,1,,2025-07-24 11:43:59+00:00,320000083,D,2025-04-02 00:00:00+00:00,9400635987.0,2025
